"loan_status","loan_amnt","grade","home_ownership","annual_inc","age","emp_cat","ir_cat"
0,4800,"A","RENT",44000,27,"0-15","0-8"
0,7000,"C","MORTGAGE",55000,23,"15-30","11-13.5"
0,1450,"D","RENT",30000,23,"0-15","13.5+"
0,8000,"A","MORTGAGE",40000,24,"0-15","Missing"
1,16000,"A","MORTGAGE",60000,22,"0-15","0-8"
0,4800,"C","MORTGAGE",46140,29,"0-15","13.5+"
0,3500,"B","RENT",48000,33,"30-45","11-13.5"
0,3250,"C","MORTGAGE",68000,28,"0-15","11-13.5"
1,3500,"B","RENT",36000,23,"Missing","11-13.5"
1,3000,"B","MORTGAGE",32000,24,"0-15","8-11"
0,16000,"C","MORTGAGE",100000,24,"0-15","13.5+"
0,2000,"A","MORTGAGE",45600,29,"0-15","0-8"
1,2500,"A","RENT",22406,26,"0-15","0-8"
0,14000,"A","RENT",32400,26,"0-15","0-8"
0,16500,"D","MORTGAGE",57335,31,"0-15","13.5+"
1,12800,"D","MORTGAGE",141996,27,"0-15","13.5+"
0,10000,"D","MORTGAGE",42000,50,"0-15","13.5+"
0,15000,"B","RENT",132000,27,"0-15","11-13.5"
0,6000,"C","MORTGAGE",56000,29,"0-15","11-13.5"
0,7350,"B","MORTGAGE",48000,25,"0-15","11-13.5"
0,4000,"A","RENT",60000,22,"0-15","0-8"
0,5000,"A","MORTGAGE",45000,21,"0-15","0-8"
0,12000,"D","MORTGAGE",95142,35,"15-30","13.5+"
0,12000,"B","RENT",34500,24,"0-15","8-11"
0,16750,"A","MORTGAGE",38400,30,"15-30","0-8"
0,10000,"A","RENT",68580,30,"0-15","0-8"
0,3600,"D","RENT",15000,21,"0-15","13.5+"
0,10000,"A","MORTGAGE",160000,37,"0-15","0-8"
0,8000,"B","MORTGAGE",62000,30,"0-15","Missing"
0,15000,"D","RENT",60000,46,"0-15","13.5+"
0,5400,"A","MORTGAGE",36000,26,"0-15","0-8"
1,15000,"C","RENT",40988.76,26,"0-15","13.5+"
0,16000,"C","RENT",30000,23,"0-15","11-13.5"
0,12000,"A","MORTGAGE",72984,24,"0-15","Missing"
0,2000,"B","MORTGAGE",55200,23,"0-15","11-13.5"
1,7200,"B","RENT",25200,23,"0-15","11-13.5"
0,10750,"D","MORTGAGE",37400,35,"0-15","13.5+"
0,4200,"C","RENT",52000,32,"0-15","11-13.5"
1,7000,"A","RENT",66000,24,"0-15","0-8"
0,12000,"D","RENT",82000,21,"0-15","13.5+"
0,8000,"A","MORTGAGE",53000,26,"0-15","0-8"
0,15000,"C","MORTGAGE",103970,38,"0-15","13.5+"
0,9600,"A","MORTGAGE",132000,23,"0-15","0-8"
0,7000,"A","MORTGAGE",67000,35,"0-15","0-8"
0,5000,"C","OWN",44000,23,"0-15","11-13.5"
0,10000,"D","RENT",84996,24,"0-15","13.5+"
0,7200,"D","MORTGAGE",40800,36,"0-15","13.5+"
0,1400,"B","RENT",40044,26,"0-15","11-13.5"
0,20000,"D","RENT",60000,30,"0-15","13.5+"
0,19600,"A","MORTGAGE",273655,31,"0-15","0-8"
0,9000,"A","MORTGAGE",36000,25,"0-15","0-8"
0,2400,"B","OWN",22000,29,"Missing","8-11"
0,8500,"B","OWN",42000,27,"0-15","8-11"
0,2800,"A","MORTGAGE",86800,32,"0-15","0-8"
0,25000,"B","MORTGAGE",134748,25,"0-15","8-11"
1,10000,"D","RENT",65000,23,"0-15","13.5+"
0,15000,"C","MORTGAGE",39700,37,"0-15","11-13.5"
0,2000,"B","OWN",11520,21,"Missing","11-13.5"
0,25000,"D","MORTGAGE",175000,30,"0-15","Missing"
1,8500,"A","MORTGAGE",50000,23,"15-30","0-8"
0,7000,"C","MORTGAGE",130000,35,"0-15","13.5+"
0,10000,"A","RENT",37000,30,"0-15","0-8"
0,8000,"D","RENT",54000,23,"0-15","13.5+"
0,4800,"C","RENT",45000,23,"0-15","13.5+"
1,1000,"A","RENT",48000,36,"15-30","0-8"
0,3000,"A","OWN",25000,25,"0-15","0-8"
1,2500,"A","OWN",8412,31,"Missing","0-8"
0,4000,"D","RENT",27000,21,"0-15","13.5+"
0,10000,"B","RENT",51160,24,"0-15","8-11"
0,4800,"C","RENT",42000,22,"0-15","13.5+"
0,4000,"D","RENT",47000,25,"0-15","13.5+"
0,10500,"A","MORTGAGE",60000,23,"0-15","Missing"
1,8000,"B","RENT",50004,47,"0-15","Missing"
0,9000,"B","OWN",24864,25,"15-30","Missing"
0,10000,"D","RENT",59004,27,"0-15","13.5+"
0,7400,"A","MORTGAGE",76160,26,"15-30","0-8"
0,8000,"A","MORTGAGE",110000,25,"0-15","0-8"
0,2500,"A","MORTGAGE",57000,29,"0-15","0-8"
0,25000,"B","RENT",80000,33,"0-15","11-13.5"
0,4000,"C","MORTGAGE",35000,32,"0-15","13.5+"
0,8000,"B","RENT",30996,22,"0-15","11-13.5"
0,25000,"B","MORTGAGE",75000,21,"0-15","Missing"
0,4800,"B","MORTGAGE",36000,23,"0-15","8-11"
0,4000,"E","RENT",35004,28,"0-15","13.5+"
1,8250,"C","RENT",76000,25,"0-15","13.5+"
0,12000,"A","RENT",40000,26,"0-15","0-8"
0,3800,"C","RENT",19200,25,"0-15","13.5+"
0,2700,"A","RENT",35000,25,"0-15","0-8"
0,7000,"B","RENT",120000,23,"0-15","8-11"
0,4800,"B","RENT",30960,37,"0-15","11-13.5"
1,3500,"B","RENT",45000,23,"0-15","11-13.5"
0,3500,"A","MORTGAGE",49000,24,"0-15","0-8"
0,24000,"B","MORTGAGE",182000,26,"15-30","Missing"
0,1500,"A","RENT",29004,48,"0-15","0-8"
0,8000,"A","RENT",52000,31,"0-15","0-8"
0,1500,"C","RENT",38004,29,"0-15","13.5+"
0,8000,"B","RENT",31000,41,"0-15","8-11"
0,7000,"D","RENT",26400,21,"Missing","13.5+"
0,13600,"A","MORTGAGE",52000,28,"0-15","0-8"
0,7000,"D","RENT",72700,25,"0-15","13.5+"
0,6000,"B","OWN",52000,23,"0-15","8-11"
0,8000,"A","MORTGAGE",70000,31,"0-15","0-8"
1,2400,"C","RENT",30720,23,"0-15","13.5+"
0,18000,"B","RENT",30996,29,"0-15","8-11"
0,1500,"E","RENT",48500,22,"0-15","13.5+"
0,8400,"A","RENT",66000,24,"0-15","Missing"
0,12000,"A","RENT",78000,26,"0-15","0-8"
0,6000,"B","MORTGAGE",110000,35,"0-15","Missing"
0,2500,"C","RENT",63000,23,"0-15","13.5+"
0,9800,"A","MORTGAGE",99996,34,"15-30","0-8"
0,2100,"B","MORTGAGE",62000,25,"0-15","11-13.5"
0,15000,"C","MORTGAGE",51992,24,"0-15","13.5+"
0,2000,"B","RENT",50000,40,"0-15","11-13.5"
0,4000,"B","RENT",37400,32,"0-15","8-11"
0,5000,"D","RENT",38000,29,"0-15","13.5+"
0,4800,"A","MORTGAGE",52000,24,"0-15","Missing"
1,2000,"B","OWN",56000,24,"15-30","11-13.5"
0,6400,"A","MORTGAGE",22260,25,"0-15","0-8"
0,8000,"A","MORTGAGE",115000,24,"0-15","0-8"
0,7800,"A","RENT",43000,26,"0-15","0-8"
0,15000,"A","RENT",65000,23,"0-15","0-8"
0,1800,"D","OWN",30000,27,"0-15","13.5+"
0,6000,"B","MORTGAGE",96000,30,"0-15","11-13.5"
0,10000,"C","MORTGAGE",91000,23,"0-15","13.5+"
1,8000,"C","RENT",21996,25,"0-15","13.5+"
1,9800,"B","MORTGAGE",65000,26,"Missing","11-13.5"
0,6000,"B","RENT",36628.8,22,"0-15","11-13.5"
0,12000,"A","RENT",69000,21,"0-15","0-8"
0,6000,"A","MORTGAGE",27983,26,"0-15","0-8"
1,10000,"A","RENT",30720,26,"0-15","0-8"
0,2500,"C","MORTGAGE",42000,29,"0-15","13.5+"
0,17600,"A","MORTGAGE",108928.8,27,"0-15","0-8"
0,17000,"B","MORTGAGE",63834.24,26,"0-15","11-13.5"
0,5000,"C","RENT",35000,22,"0-15","11-13.5"
0,5600,"B","RENT",20000,21,"Missing","8-11"
0,13000,"A","MORTGAGE",80000,32,"0-15","0-8"
0,8000,"A","RENT",126252,36,"15-30","0-8"
0,12000,"A","RENT",54996,26,"0-15","0-8"
0,10000,"A","MORTGAGE",36000,27,"0-15","0-8"
0,20000,"A","RENT",96000,33,"0-15","0-8"
0,15000,"B","MORTGAGE",80004,26,"0-15","11-13.5"
0,25000,"D","RENT",79416,23,"0-15","13.5+"
0,9600,"A","RENT",37595,27,"0-15","0-8"
0,4800,"A","RENT",80000,49,"0-15","0-8"
0,5000,"B","RENT",48200,24,"0-15","8-11"
0,1200,"A","MORTGAGE",48000,24,"0-15","0-8"
0,6000,"B","MORTGAGE",115000,26,"0-15","8-11"
0,4000,"A","MORTGAGE",71000,29,"0-15","0-8"
0,6000,"A","MORTGAGE",57000,30,"0-15","0-8"
1,5275,"C","RENT",15600,29,"0-15","13.5+"
0,6000,"B","RENT",36000,21,"0-15","11-13.5"
0,4000,"A","RENT",21600,41,"0-15","0-8"
0,10000,"C","MORTGAGE",97800,54,"0-15","11-13.5"
0,24250,"B","MORTGAGE",126696,35,"30-45","8-11"
0,15800,"C","RENT",55000,30,"15-30","13.5+"
0,7200,"B","MORTGAGE",102000,24,"0-15","Missing"
0,5000,"B","MORTGAGE",120000,30,"0-15","8-11"
0,13500,"A","RENT",100000,26,"0-15","0-8"
0,2500,"B","MORTGAGE",66800,26,"0-15","11-13.5"
1,3000,"B","RENT",18000,22,"0-15","11-13.5"
0,25000,"B","RENT",84996,36,"0-15","11-13.5"
1,15000,"D","RENT",54000,31,"0-15","13.5+"
0,20000,"A","RENT",250000,36,"0-15","0-8"
0,5000,"B","OWN",57000,29,"0-15","11-13.5"
0,3000,"A","MORTGAGE",55000,26,"30-45","0-8"
0,12000,"C","OWN",57000,25,"0-15","11-13.5"
0,6000,"B","MORTGAGE",46097,28,"15-30","8-11"
0,10500,"A","MORTGAGE",75000,28,"0-15","Missing"
0,5000,"E","MORTGAGE",130000,34,"0-15","13.5+"
0,6000,"B","RENT",27600,22,"0-15","8-11"
0,6550,"A","RENT",42000,27,"0-15","0-8"
0,3250,"D","RENT",18996,33,"0-15","13.5+"
0,2000,"C","RENT",26496,23,"0-15","13.5+"
0,4800,"A","RENT",92000,48,"0-15","0-8"
0,22750,"B","MORTGAGE",80004,28,"0-15","11-13.5"
0,8000,"C","MORTGAGE",54996,23,"30-45","13.5+"
1,5000,"D","RENT",59000,26,"0-15","13.5+"
0,6000,"C","OWN",31200,27,"0-15","13.5+"
0,14000,"B","OWN",38000,21,"0-15","11-13.5"
1,2500,"C","RENT",52180,24,"0-15","13.5+"
0,1000,"C","RENT",73000,28,"0-15","Missing"
1,7000,"B","OWN",24000,23,"0-15","11-13.5"
0,4000,"B","RENT",40000,22,"0-15","11-13.5"
1,2700,"B","RENT",24000,23,"0-15","8-11"
0,8000,"C","RENT",48000,30,"0-15","11-13.5"
0,6000,"D","RENT",36000,23,"0-15","13.5+"
0,6000,"B","OWN",24000,22,"0-15","11-13.5"
0,12000,"C","RENT",67000,27,"0-15","11-13.5"
0,10000,"B","MORTGAGE",28644,23,"0-15","8-11"
0,4000,"B","MORTGAGE",60000,24,"0-15","11-13.5"
0,7000,"B","MORTGAGE",65000,36,"0-15","11-13.5"
1,7600,"C","RENT",67680,25,"0-15","11-13.5"
1,22000,"C","MORTGAGE",83200,23,"0-15","11-13.5"
0,5000,"B","MORTGAGE",72000,22,"0-15","Missing"
1,5000,"D","RENT",18600,28,"0-15","Missing"
0,8500,"C","RENT",30000,25,"0-15","13.5+"
0,15000,"D","MORTGAGE",140000,23,"0-15","13.5+"
0,25000,"D","MORTGAGE",120000,27,"0-15","13.5+"
0,4800,"C","OWN",48279.6,39,"0-15","13.5+"
0,6500,"C","MORTGAGE",55000,32,"0-15","13.5+"
0,5000,"C","OWN",20000,22,"0-15","13.5+"
0,8000,"D","MORTGAGE",46680,37,"0-15","13.5+"
0,6500,"A","OWN",75200,24,"0-15","0-8"
0,8000,"A","RENT",46000,30,"0-15","0-8"
0,2000,"A","RENT",33000,22,"0-15","Missing"
0,3500,"C","MORTGAGE",125000,29,"0-15","13.5+"
0,10000,"C","MORTGAGE",38400,26,"Missing","13.5+"
0,11000,"A","MORTGAGE",42000,23,"0-15","0-8"
0,6000,"B","MORTGAGE",63996,24,"0-15","8-11"
0,19750,"B","MORTGAGE",74700,24,"0-15","11-13.5"
0,16000,"C","MORTGAGE",35004,28,"0-15","11-13.5"
0,8500,"A","OWN",36000,23,"0-15","0-8"
0,6000,"B","RENT",50000,21,"0-15","8-11"
0,4000,"C","MORTGAGE",45000,26,"0-15","13.5+"
0,13750,"A","RENT",35000,25,"0-15","0-8"
1,15000,"B","RENT",48564,30,"0-15","8-11"
0,8000,"B","RENT",62000,36,"0-15","11-13.5"
0,4800,"A","RENT",65000,24,"0-15","0-8"
0,6400,"C","RENT",31836,26,"0-15","13.5+"
0,6000,"A","MORTGAGE",70000,23,"0-15","0-8"
0,7000,"A","MORTGAGE",80000,26,"0-15","0-8"
1,8000,"B","OWN",40000,25,"0-15","8-11"
0,4000,"A","RENT",68000,25,"0-15","0-8"
0,20000,"B","MORTGAGE",72000,30,"0-15","8-11"
0,9250,"A","MORTGAGE",70000,38,"0-15","0-8"
0,1700,"C","RENT",40000,28,"0-15","Missing"
0,12000,"A","MORTGAGE",120000,24,"0-15","0-8"
0,1000,"C","RENT",34800,25,"0-15","13.5+"
0,24250,"E","RENT",68400,25,"0-15","13.5+"
0,12000,"B","RENT",36000,22,"0-15","11-13.5"
0,10000,"C","RENT",30000,22,"0-15","13.5+"
1,4000,"B","MORTGAGE",75000,27,"0-15","11-13.5"
0,8000,"B","OWN",33000,25,"0-15","8-11"
0,15000,"A","OWN",63000,29,"15-30","Missing"
0,3500,"C","RENT",48000,23,"0-15","13.5+"
0,5600,"B","MORTGAGE",53004,27,"0-15","11-13.5"
0,2400,"A","RENT",52000,25,"0-15","0-8"
0,2500,"A","RENT",34800,23,"30-45","0-8"
0,4975,"C","MORTGAGE",17760,22,"0-15","Missing"
0,2000,"B","MORTGAGE",96000,24,"15-30","8-11"
0,17600,"D","MORTGAGE",156996,25,"0-15","13.5+"
0,3300,"A","MORTGAGE",67000,35,"0-15","0-8"
0,4000,"C","OWN",39996,31,"0-15","13.5+"
0,18000,"A","RENT",82500,48,"0-15","0-8"
0,1800,"A","MORTGAGE",58000,29,"0-15","0-8"
0,5000,"B","RENT",48000,32,"0-15","11-13.5"
1,25000,"D","MORTGAGE",91200,33,"0-15","13.5+"
0,15000,"B","RENT",44000,29,"0-15","11-13.5"
0,10000,"B","RENT",65488,23,"0-15","11-13.5"
0,2000,"D","RENT",42000,33,"0-15","Missing"
0,10000,"C","OWN",60000,33,"Missing","13.5+"
0,24000,"D","RENT",62400,22,"0-15","13.5+"
0,4300,"B","RENT",23000,25,"0-15","11-13.5"
0,7500,"C","MORTGAGE",34400,27,"Missing","Missing"
0,6000,"B","RENT",39000,21,"0-15","8-11"
0,25000,"B","MORTGAGE",110000,25,"0-15","11-13.5"
0,1800,"A","MORTGAGE",99000,23,"0-15","0-8"
0,4500,"B","RENT",24000,22,"0-15","11-13.5"
0,1200,"E","RENT",54096,28,"0-15","13.5+"
0,4000,"B","RENT",18000,24,"0-15","Missing"
0,2000,"D","MORTGAGE",36120,27,"0-15","13.5+"
1,1500,"B","RENT",30000,29,"0-15","11-13.5"
0,5000,"E","RENT",35000,36,"0-15","13.5+"
0,4000,"B","RENT",15000,31,"0-15","11-13.5"
0,12000,"D","MORTGAGE",110000,27,"0-15","13.5+"
0,9600,"C","RENT",42000,42,"0-15","11-13.5"
1,1200,"C","RENT",26400,23,"0-15","13.5+"
0,20000,"B","MORTGAGE",69000,25,"0-15","8-11"
0,5000,"C","RENT",42996,27,"0-15","13.5+"
0,8000,"D","RENT",45000,41,"0-15","13.5+"
0,15000,"B","MORTGAGE",65000,25,"0-15","11-13.5"
0,6000,"A","MORTGAGE",51996,22,"0-15","0-8"
0,5000,"C","OWN",44000,26,"15-30","Missing"
0,2400,"D","MORTGAGE",126000,38,"0-15","Missing"
0,13800,"A","MORTGAGE",125600,28,"0-15","0-8"
0,1800,"A","RENT",33660,24,"0-15","0-8"
0,6000,"A","MORTGAGE",39600,23,"0-15","0-8"
0,9000,"A","MORTGAGE",79000,27,"0-15","0-8"
0,2000,"B","MORTGAGE",30720,25,"0-15","11-13.5"
0,15000,"B","RENT",51000,24,"0-15","11-13.5"
1,19750,"D","MORTGAGE",55000,28,"0-15","13.5+"
0,18550,"A","RENT",103000,37,"0-15","0-8"
1,2500,"D","RENT",10800,35,"Missing","13.5+"
0,6000,"B","OWN",51000,24,"0-15","8-11"
0,5000,"C","RENT",30240,30,"0-15","13.5+"
0,9000,"C","RENT",40020,32,"0-15","13.5+"
1,10000,"A","MORTGAGE",135000,31,"0-15","0-8"
1,4750,"C","OWN",10400,27,"Missing","13.5+"
0,2400,"E","RENT",35004,30,"0-15","13.5+"
0,3000,"C","RENT",21600,35,"0-15","13.5+"
0,2500,"A","OWN",9900,21,"0-15","0-8"
0,8000,"A","MORTGAGE",60000,28,"0-15","0-8"
0,11000,"A","OWN",67656,34,"30-45","0-8"
0,10000,"A","RENT",73000,25,"0-15","0-8"
0,4000,"A","MORTGAGE",85000,25,"0-15","0-8"
0,3000,"B","RENT",24996,21,"0-15","11-13.5"
0,10000,"B","MORTGAGE",74004,29,"0-15","11-13.5"
0,2500,"C","RENT",27000,26,"0-15","13.5+"
0,10000,"A","MORTGAGE",90000,27,"0-15","0-8"
0,5500,"A","MORTGAGE",126000,27,"15-30","0-8"
0,1300,"C","RENT",45000,24,"0-15","13.5+"
0,3200,"A","MORTGAGE",48000,23,"0-15","0-8"
0,1500,"C","RENT",48720,24,"0-15","13.5+"
0,7200,"A","MORTGAGE",69000,24,"0-15","0-8"
0,4000,"A","RENT",42000,33,"0-15","0-8"
0,18000,"B","OWN",81120,30,"0-15","8-11"
0,8400,"B","RENT",32000,22,"0-15","11-13.5"
0,5000,"C","RENT",87000,36,"0-15","13.5+"
0,7000,"C","RENT",19200,21,"0-15","13.5+"
0,8500,"C","OWN",39000,25,"0-15","13.5+"
0,3000,"D","MORTGAGE",62000,29,"0-15","13.5+"
0,10000,"A","MORTGAGE",103000,28,"0-15","0-8"
0,6000,"A","RENT",155000,30,"0-15","0-8"
0,10000,"B","OWN",300000,26,"0-15","8-11"
0,6925,"A","RENT",39500,30,"0-15","0-8"
0,10000,"D","RENT",25920,23,"0-15","13.5+"
0,8000,"B","RENT",92004,23,"0-15","11-13.5"
0,2000,"C","RENT",40000,21,"0-15","13.5+"
1,18250,"E","MORTGAGE",48000,24,"Missing","13.5+"
0,2800,"A","MORTGAGE",52800,46,"0-15","0-8"
1,14000,"A","RENT",30548,27,"0-15","0-8"
1,11200,"C","RENT",34800,31,"0-15","11-13.5"
1,1750,"C","MORTGAGE",38400,21,"0-15","13.5+"
0,6000,"A","MORTGAGE",75000,34,"0-15","0-8"
0,5000,"A","RENT",50004,24,"0-15","0-8"
0,8500,"C","MORTGAGE",63600,33,"Missing","11-13.5"
0,12000,"A","MORTGAGE",170004,33,"15-30","0-8"
0,6400,"A","MORTGAGE",33600,27,"Missing","0-8"
0,12250,"A","MORTGAGE",60000,30,"0-15","0-8"
0,3000,"A","OWN",42000,24,"0-15","0-8"
0,8000,"A","RENT",67000.08,26,"0-15","0-8"
0,6000,"C","RENT",56160,31,"0-15","13.5+"
0,7000,"A","MORTGAGE",60000,24,"0-15","0-8"
0,8000,"A","RENT",68500,37,"0-15","0-8"
0,5000,"C","RENT",51996,28,"0-15","Missing"
0,8000,"D","RENT",25000,27,"0-15","13.5+"
0,2250,"B","RENT",42000,26,"0-15","8-11"
0,4000,"C","MORTGAGE",40000,29,"0-15","13.5+"
0,15000,"B","MORTGAGE",75744,24,"0-15","8-11"
0,12500,"A","RENT",70000,24,"0-15","0-8"
0,8000,"C","RENT",25000,23,"0-15","13.5+"
0,3300,"A","MORTGAGE",35004,48,"0-15","0-8"
0,2200,"C","RENT",12000,21,"0-15","Missing"
0,14000,"B","MORTGAGE",43900,27,"0-15","8-11"
0,10000,"A","RENT",38244,24,"0-15","0-8"
0,8500,"A","RENT",21000,22,"0-15","0-8"
1,8000,"A","MORTGAGE",54000,31,"0-15","0-8"
0,24000,"B","RENT",80000,24,"0-15","8-11"
1,8400,"D","RENT",130000,23,"0-15","13.5+"
0,5600,"D","RENT",75000,25,"0-15","13.5+"
0,8550,"A","RENT",66000,23,"0-15","0-8"
0,5000,"B","RENT",42996,25,"0-15","8-11"
1,10000,"C","MORTGAGE",62000,24,"0-15","13.5+"
0,13000,"A","MORTGAGE",140000,33,"0-15","0-8"
0,10000,"E","RENT",70000,35,"0-15","13.5+"
0,23050,"C","MORTGAGE",200000,25,"15-30","13.5+"
0,11000,"B","RENT",69996,24,"0-15","11-13.5"
1,6000,"D","MORTGAGE",65827,47,"0-15","13.5+"
0,5800,"C","RENT",18000,21,"0-15","13.5+"
0,14400,"A","MORTGAGE",117000,26,"0-15","Missing"
0,12000,"C","OWN",56004,22,"0-15","13.5+"
0,3000,"C","RENT",14400,32,"0-15","13.5+"
0,6000,"D","RENT",69400,26,"0-15","13.5+"
0,7800,"D","RENT",60000,34,"0-15","13.5+"
0,4000,"B","MORTGAGE",50000,23,"0-15","11-13.5"
0,3000,"A","RENT",40000,30,"0-15","0-8"
0,7000,"A","MORTGAGE",45673.92,22,"0-15","0-8"
1,5600,"B","RENT",72000,23,"0-15","11-13.5"
0,6000,"B","RENT",53000,24,"0-15","11-13.5"
0,10000,"C","MORTGAGE",52000,32,"0-15","13.5+"
0,5000,"A","RENT",25000,24,"0-15","0-8"
0,12000,"A","MORTGAGE",160000,32,"0-15","0-8"
0,15000,"A","RENT",120000,24,"0-15","Missing"
0,18000,"C","MORTGAGE",96300,30,"0-15","13.5+"
0,12000,"B","MORTGAGE",60000,35,"0-15","8-11"
0,2500,"C","RENT",42000,23,"0-15","13.5+"
1,6000,"B","RENT",81000,27,"0-15","11-13.5"
0,6000,"B","MORTGAGE",92000,31,"0-15","11-13.5"
0,4800,"B","RENT",69000,23,"0-15","8-11"
0,2000,"A","RENT",37315,25,"0-15","0-8"
0,13600,"D","MORTGAGE",90000,28,"0-15","13.5+"
0,20000,"B","MORTGAGE",94692,22,"0-15","11-13.5"
0,6000,"B","MORTGAGE",225000,28,"0-15","11-13.5"
0,25000,"D","RENT",78000,27,"0-15","13.5+"
0,20000,"C","MORTGAGE",122000,25,"15-30","11-13.5"
0,18200,"A","MORTGAGE",61000,22,"0-15","0-8"
0,5500,"B","MORTGAGE",27996,22,"0-15","8-11"
0,6000,"A","MORTGAGE",65000,34,"0-15","0-8"
0,4000,"A","OWN",28000,21,"0-15","0-8"
0,18000,"A","MORTGAGE",95000,24,"0-15","0-8"
0,8000,"B","RENT",46875,31,"0-15","Missing"
0,12000,"B","RENT",62000,38,"0-15","Missing"
0,2500,"D","RENT",54000,23,"0-15","13.5+"
0,7600,"A","OWN",48000,38,"Missing","0-8"
0,4975,"A","RENT",75000,24,"0-15","0-8"
0,10000,"A","RENT",40000,48,"0-15","Missing"
0,6000,"C","RENT",75000,23,"0-15","13.5+"
0,24000,"A","MORTGAGE",72000,29,"0-15","0-8"
0,17000,"B","RENT",115000,32,"15-30","11-13.5"
0,8000,"B","RENT",57996,34,"0-15","11-13.5"
0,5700,"C","MORTGAGE",44000,27,"0-15","11-13.5"
0,1000,"D","RENT",12000,28,"0-15","13.5+"
0,5000,"C","MORTGAGE",64000,28,"0-15","11-13.5"
0,6000,"B","MORTGAGE",141600,36,"0-15","11-13.5"
0,5000,"A","MORTGAGE",60000,24,"0-15","0-8"
0,6000,"A","RENT",52000,28,"0-15","0-8"
1,14500,"D","MORTGAGE",89000,25,"0-15","13.5+"
0,24000,"E","RENT",97000,30,"0-15","13.5+"
0,5000,"D","MORTGAGE",50000,34,"0-15","Missing"
0,1600,"C","RENT",86000,32,"0-15","11-13.5"
0,15200,"C","MORTGAGE",120999.96,33,"0-15","13.5+"
0,4500,"B","RENT",45600,37,"0-15","11-13.5"
0,18000,"C","RENT",61500,25,"0-15","11-13.5"
0,10000,"A","RENT",40000,22,"0-15","0-8"
0,2950,"A","MORTGAGE",35000,24,"0-15","Missing"
0,6000,"A","RENT",36000,23,"15-30","0-8"
0,8000,"B","RENT",120000,25,"0-15","Missing"
0,10000,"A","RENT",110000,23,"0-15","0-8"
0,17000,"B","MORTGAGE",62000,31,"0-15","Missing"
0,8000,"A","RENT",54000,24,"0-15","0-8"
0,3600,"D","RENT",39996,35,"0-15","13.5+"
0,10000,"B","RENT",83004,28,"0-15","11-13.5"
0,8700,"A","OWN",65000,25,"0-15","0-8"
0,12000,"B","RENT",33600,21,"0-15","11-13.5"
0,5000,"B","RENT",64151,24,"0-15","11-13.5"
0,9000,"D","MORTGAGE",57204,22,"0-15","13.5+"
0,9600,"D","RENT",55000,22,"0-15","Missing"
0,4500,"A","MORTGAGE",55000,31,"0-15","0-8"
0,11250,"C","MORTGAGE",43500,30,"0-15","13.5+"
0,3000,"C","RENT",31200,29,"0-15","Missing"
0,4900,"A","RENT",23350,28,"0-15","0-8"
1,2000,"D","RENT",45000,22,"0-15","13.5+"
0,4650,"B","MORTGAGE",30000,34,"0-15","Missing"
0,3000,"C","MORTGAGE",33000,23,"0-15","13.5+"
0,9000,"A","MORTGAGE",68500,26,"0-15","0-8"
0,20000,"A","MORTGAGE",60000,23,"0-15","0-8"
0,23000,"B","MORTGAGE",57360,28,"0-15","Missing"
0,9600,"A","MORTGAGE",48000,24,"0-15","Missing"
1,1500,"E","RENT",39996,25,"0-15","13.5+"
0,12000,"A","MORTGAGE",125004,28,"0-15","0-8"
0,9000,"B","RENT",60000,22,"0-15","11-13.5"
0,10800,"B","MORTGAGE",100800,24,"0-15","8-11"
0,25000,"D","MORTGAGE",115000,39,"0-15","13.5+"
0,10200,"B","RENT",48000,27,"0-15","8-11"
0,5000,"B","RENT",20000,22,"0-15","11-13.5"
0,1800,"D","RENT",45336,22,"0-15","13.5+"
0,9500,"A","RENT",68000,25,"0-15","0-8"
0,6000,"B","RENT",50650,22,"0-15","11-13.5"
0,7500,"A","MORTGAGE",36000,22,"0-15","0-8"
0,8800,"A","MORTGAGE",125000,43,"Missing","0-8"
0,17500,"E","MORTGAGE",74100,21,"0-15","13.5+"
0,20000,"B","MORTGAGE",200000,24,"15-30","Missing"
0,7200,"C","RENT",60675.83,21,"0-15","13.5+"
0,10000,"A","RENT",40000,21,"0-15","0-8"
0,5700,"B","MORTGAGE",61200,27,"Missing","11-13.5"
0,8000,"A","RENT",90000,32,"0-15","0-8"
0,12000,"A","OWN",125000,25,"0-15","0-8"
0,25000,"B","MORTGAGE",110196,22,"15-30","11-13.5"
0,8400,"C","RENT",31200,24,"0-15","11-13.5"
0,10000,"C","OWN",85000,27,"0-15","11-13.5"
0,9000,"B","MORTGAGE",108000,26,"0-15","8-11"
0,4800,"E","MORTGAGE",63000,21,"0-15","Missing"
0,4000,"B","MORTGAGE",56400,23,"Missing","11-13.5"
0,12000,"B","RENT",110000,26,"0-15","Missing"
0,1500,"D","RENT",96000,26,"0-15","Missing"
0,9000,"A","MORTGAGE",79000,25,"0-15","0-8"
1,1400,"B","RENT",4080,21,"0-15","11-13.5"
1,15000,"D","RENT",36144,28,"Missing","13.5+"
0,10000,"A","MORTGAGE",88000,26,"15-30","0-8"
0,5600,"B","OWN",56000,34,"0-15","11-13.5"
0,2000,"C","RENT",24600,31,"0-15","13.5+"
1,5000,"B","MORTGAGE",70000,33,"0-15","11-13.5"
0,4000,"B","RENT",80000,22,"15-30","11-13.5"
0,10000,"B","RENT",48000,45,"0-15","11-13.5"
